name,latitude,longitude,authority,source,source
SPVP #35,35.743600,-119.223600,California Independent System Operator,,
Solar Photovoltaic Project #40,34.855556,-116.866944,California Independent System Operator,,
Solar Photovoltaic Project #41,34.855556,-116.866944,California Independent System Operator,,
Solar Photovoltaic Project #44,33.839167,-117.220833,California Independent System Operator,,
Solar Photovoltaic Project #45,33.868900,-116.557500,California Independent System Operator,,
Solar Photovoltaic Project #47,32.833300,-118.230600,California Independent System Operator,,
California State University San Bernardi,34.185833,-117.324167,California Independent System Operator,,
SPVP #46,35.743889,-119.229444,California Independent System Operator,,
Milford Wind Corridor Phase III,38.396944,-113.010833,PacifiCorp - East,,
Winona County Wind LLC,44.112500,-91.924722,"Midcontinent Independent Transmission System Operator, Inc..",,
South Hurlburt Wind LLC,45.706262,-120.079987,Bonneville Power Administration,,
Horseshoe Bend Wind LLC,45.585550,-120.008249,Bonneville Power Administration,,
Garland Canal Power Plant,44.726400,-108.864400,PacifiCorp - East,Garland Canal,Garland Canal
Oakley Generating Station,38.010000,-121.747500,California Independent System Operator,Municipality,Municipality
Shirley Wind,44.348100,-87.927800,"Midcontinent Independent Transmission System Operator, Inc..",,
AFA Solar Farm,38.957901,-104.806627,Western Area Power Administration - Rocky Mountain Region,,
Pio Pico Energy Center,32.573889,-116.917777,California Independent System Operator,Otay Water District,Otay Water District
La Senita,35.241675,-114.004591,Tucson Electric Power Company,,
Sunnyvale City of WPCP,37.419400,-122.015300,California Independent System Operator,Municipality & recycled water,Municipality & recycled water
Sunset Reservoir North Basin,37.750894,-122.481758,California Independent System Operator,,
Chino Solar Valley,34.718430,-112.428990,Arizona Public Service Company,,
Cotton Center Solar,33.034722,-112.661667,Arizona Public Service Company,,
Paloma Solar,33.021111,-112.661389,Arizona Public Service Company,,
Hyder Solar,33.025660,-113.343970,Arizona Public Service Company,,
Algonquin Power Sanger LLC,36.684200,-119.552200,California Independent System Operator,Municipality,Municipality
"RP-Orlando, LLC",28.488889,-81.182222,Progress Energy Florida,,
GE - Tehachapi,35.155278,-118.369444,California Independent System Operator,,
Albuquerque Solar Energy Center,35.168957,-106.600050,Public Service Company of New Mexico,,
Record Hill Wind,44.633611,-70.627777,ISO New England Inc.,,
Cooper Farms VW Project,40.905833,-84.570277,"PJM Interconnection, LLC",,
Los Lunas Solar Energy Center,34.833136,-106.772413,Public Service Company of New Mexico,,
CCCSD Wastewater Treatment Plnt,37.997800,-122.069700,California Independent System Operator,Municipality,Municipality
ETS Ewing Solar Facility,40.281801,-74.793638,"PJM Interconnection, LLC",,
Deming Solar Energy Center,32.165833,-107.750560,Public Service Company of New Mexico,,
Las Vegas Solar Energy Center,35.643333,-105.206667,Public Service Company of New Mexico,,
Alamogordo Solar Energy Center,32.865710,-105.999775,Public Service Company of New Mexico,,
PaTu Wind Farm LLC,45.613061,-120.616906,Bonneville Power Administration,,
Robert O Schulz Solar Farm,37.858300,-120.891700,California Independent System Operator,,
Broadridge Cogen,38.618300,-121.056400,California Independent System Operator,El Dorado Irrigation District,El Dorado Irrigation District
Allenwood,41.151111,-76.917777,"PJM Interconnection, LLC",,
Lycoming County,41.151111,-76.917777,"PJM Interconnection, LLC",,
Battery Energy Storage System,64.816700,-147.725000,,,
University of California San Diego,32.874700,-117.239200,California Independent System Operator,Municipality,Municipality
Oxnard Paper Mill,34.141400,-119.183100,California Independent System Operator,Municipality,Municipality
Shiloh III Wind Project LLC,38.169444,-121.846944,California Independent System Operator,,
Matrix Stults Road Solar Facility,40.362200,-74.479700,"PJM Interconnection, LLC",,
Long Island Solar Farm LLC,40.861111,-72.847777,New York Independent System Operator,,
"Minco Wind I, LLC",35.280278,-97.975556,Southwest Power Pool,,
"Hatch Solar Energy Center I, LLC",32.630000,-107.259722,El Paso Electric Company,,
Broken Bow Wind LLC,41.454722,-99.568056,Southwest Power Pool,,
Teichert Materials-Teichert Vernalis,37.616700,-121.356400,California Independent System Operator,,
Pinnacle Wind Force LLC,39.445000,-79.030000,"PJM Interconnection, LLC",,
Cana Gas Processing Plant,35.533100,-98.101100,Southwestern Power Administration,,
Bridge Street 1 & 2,41.362778,-72.082500,ISO New England Inc.,,
"Fort Hill 1, 2, 3 & 4",41.471100,-72.102200,ISO New England Inc.,,
Fishers Island 1,41.268611,-72.010000,ISO New England Inc.,,
Gary Court 1 & 2,41.336700,-72.020000,ISO New England Inc.,,
Jewett City 1,41.604100,-71.982500,ISO New England Inc.,,
LNG 1 & 2,41.569400,-72.117500,ISO New England Inc.,,
Lebanon Pines 1 & 2,41.568300,-72.232200,ISO New England Inc.,,
Water Treatment 1 & 2,41.346900,-72.041100,ISO New England Inc.,,
Eastside WWTP,35.942800,-79.908900,Duke Energy Carolinas,,
Ward WTP,35.967800,-79.970800,Duke Energy Carolinas,,
Westside WWTP,35.940300,-80.110600,Duke Energy Carolinas,,
New Harvest Wind Project LLC,42.159722,-95.439722,"Midcontinent Independent Transmission System Operator, Inc..",,
Number Nine Wind Farm,46.386944,-68.056666,ISO New England Inc.,,
LE Wind Turbine 1,41.584444,-81.525555,"PJM Interconnection, LLC",,
Waverly Wind Farm LLC,38.256944,-95.814166,Southwest Power Pool,,
Blue Canyon Windpower VI LLC,34.910361,-98.559900,Southwest Power Pool,,
Hidalgo Wind Farm LLC,26.465556,-98.411111,"Electric Reliability Council of Texas, Inc.",,
Paulding Wind Farm II,41.025278,-84.779166,"PJM Interconnection, LLC",,
Rising Tree Wind Farm,35.077500,-118.218333,California Independent System Operator,,
Bright Stalk Wind Farm II,40.643090,-88.643853,"Midcontinent Independent Transmission System Operator, Inc..",,
Bright Stalk Wind Farm I,40.701241,-88.701054,"Midcontinent Independent Transmission System Operator, Inc..",,
Norwich WWTP,41.525600,-72.083300,ISO New England Inc.,,
"Bos Dairy, LLC",41.115300,-87.232800,"Midcontinent Independent Transmission System Operator, Inc..",,
Foundation ST,37.714167,-121.521666,California Independent System Operator,,
Meadow Lake Wind Farm V LLC,40.716111,-87.021111,"PJM Interconnection, LLC",,
Gaston Memorial Hospital,35.274700,-81.138300,Duke Energy Carolinas,,
Long Creek Waste Water Plant,35.311900,-81.141400,Duke Energy Carolinas,,
Wolverine,41.393100,-94.444700,"Midcontinent Independent Transmission System Operator, Inc..",,
Bulldog,41.225800,-94.440600,"Midcontinent Independent Transmission System Operator, Inc..",,
Linden Wind Energy Project,45.744171,-120.783568,Bonneville Power Administration,,
Auburn LFG Energy Facility,42.944093,-76.593944,New York Independent System Operator,,
Union City Wind Turbine,40.190800,-84.817200,"PJM Interconnection, LLC",,
Randolph Eastern School Wind Turbine,40.209700,-84.821900,"PJM Interconnection, LLC",,
Ironwood Wind,37.818280,-99.775400,Southwest Power Pool,,
500 Virginia Solar,40.139167,-75.191667,"PJM Interconnection, LLC",,
"Vestas Towers America, Inc.",38.172800,-104.620000,Western Area Power Administration - Rocky Mountain Region,,
Prairie Rose Wind Farm,43.828217,-96.321567,"Midcontinent Independent Transmission System Operator, Inc..",,
City & County of Denver at Denver Int'l,39.904133,-104.654183,Public Service Company of Colorado,,
McCormick & Co. Inc. at Belcamp,39.483600,-76.229200,"PJM Interconnection, LLC",,
"Toys R Us- DE, Inc. at Mt. Olive, NJ",40.818888,-74.718611,"PJM Interconnection, LLC",,
Zotos International WPGF,42.886944,-76.968333,New York Independent System Operator,,
Elm Creek Wind II LLC,43.684800,-94.879900,"Midcontinent Independent Transmission System Operator, Inc..",,
Regulus Solar Project,35.300000,-118.851944,California Independent System Operator,,
Adobe Solar,35.102778,-118.954444,California Independent System Operator,,
Yamhill Solar LLC,45.108889,-123.278611,Portland General Electric Company,,
Oregon State University Energy Center,44.564333,-123.289089,Bonneville Power Administration,Municipality,Municipality
Bakersfield College Solar 01,35.411817,-118.968640,California Independent System Operator,,
"Temescal Canyon RV, LLC",33.826389,-117.511667,California Independent System Operator,,
Avra Valley Solar,32.371667,-111.282777,Tucson Electric Power Company,,
Pflugerville Solar Farm,30.421400,-97.461400,"Electric Reliability Council of Texas, Inc.",,
Vineland Mays Landing Solar,39.417500,-74.973889,"PJM Interconnection, LLC",,
Manalapan Village Solar,40.256667,-74.349722,"PJM Interconnection, LLC",,
McGraw Hill Solar,40.279722,-74.556389,"PJM Interconnection, LLC",,
Cimarron Windpower II,37.901330,-100.372000,Southwest Power Pool,,
Astoria Energy II,40.781321,-73.896618,New York Independent System Operator,N/A Airr Cooled,N/A Airr Cooled
SAF Hydroelectric LLC,44.978889,-93.247777,"Midcontinent Independent Transmission System Operator, Inc..",Mississippi River,Mississippi River
Foxwoods CoGen,41.473100,-71.960600,ISO New England Inc.,MPTN Utilities,MPTN Utilities
Seabrook Solar Plant,39.485000,-75.215000,"PJM Interconnection, LLC",,
CASD Solar,40.214200,-77.206100,"PJM Interconnection, LLC",,
SMUD at Grundman,38.364722,-121.412780,Balancing Authority of Northern California,,
SMUD at Van Conett,38.253056,-121.278888,Balancing Authority of Northern California,,
SMUD at Fleshman,38.237778,-121.337500,Balancing Authority of Northern California,,
Oakdale Renewable Energy Plant,41.705300,-91.603300,"Midcontinent Independent Transmission System Operator, Inc..",,
Macys Goodyear,33.409063,-112.414596,Arizona Public Service Company,,
Indian Orchard PV Facility,42.151389,-72.498889,ISO New England Inc.,,
"Pioneer Trail Wind Farm, LLC",40.464050,-88.021517,"Midcontinent Independent Transmission System Operator, Inc..",,
Silver Lake Solar Photovoltaic Facility,42.452500,-73.240300,ISO New England Inc.,,
"Murphy Farm Power, LLC",34.999167,-84.157254,Duke Energy Carolinas,,
"Post Rock Wind Power Project, LLC",38.841667,-98.299444,Southwest Power Pool,,
Arlington Valley Solar Energy I,33.321667,-112.880555,Arizona Public Service Company,,
Arlington Valley Solar Energy II,33.305000,-112.833888,Arizona Public Service Company,,
City of Boulder WWTP,40.048025,-105.180327,Public Service Company of Colorado,,
City of Madera WWTP,36.940800,-120.157200,California Independent System Operator,,
"Staples La Mirada, CA",33.881667,-118.017500,California Independent System Operator,,
Goodsprings Waste Heat Recovery,35.809444,-115.411389,Nevada Power Company,None,None
Rinehart,28.770601,-81.353336,Progress Energy Florida,,
"CS Murphy Point, LLC",34.989539,-84.166197,Duke Energy Carolinas,,
Norden 1-3,41.111700,-73.392800,ISO New England Inc.,,
Turnbull Hydro,47.605278,-112.096944,NorthWestern Energy (NWMT),Spring Valley Canal,Spring Valley Canal
DOE Golden NWTC Load Side,39.909000,-105.231800,Public Service Company of Colorado,,
DOE Golden NWTC Turbine Side,39.913900,-105.215300,Public Service Company of Colorado,,
DOE Golden NREL Main Campus,39.740896,-105.170993,Public Service Company of Colorado,,
Topaz Solar Farm,35.405556,-120.068611,California Independent System Operator,,
Power Generation Station (PGS) 2,37.825833,-122.296111,California Independent System Operator,Wastewater,Wastewater
Aerojet I,38.613508,-121.162879,California Independent System Operator,,
Aerojet II,38.608600,-121.170300,California Independent System Operator,,
Webberville Solar Project,30.238492,-97.508812,"Electric Reliability Council of Texas, Inc.",,
Vasco Winds,37.790833,-121.718055,California Independent System Operator,,
Montezuma Wind II,38.116667,-121.821944,California Independent System Operator,,
Signal Hill West Unit,33.811182,-118.175645,California Independent System Operator,,
Cheyenne Prairie Generating Station,41.123611,-104.720000,Western Area Power Administration - Rocky Mountain Region,City of Cheyenne WY,City of Cheyenne WY
Blue Water Renewables Inc,42.915770,-82.594507,"Midcontinent Independent Transmission System Operator, Inc..",n/a,n/a
Mesquite Solar 1,33.341833,-112.904028,Salt River Project,,
Catalina Solar LLC,34.938261,-118.334492,California Independent System Operator,,
Stephentown Spindle,42.556501,-73.377477,New York Independent System Operator,,
Beacon Power Flywheel System 1,42.661700,-71.405000,ISO New England Inc.,,
Beacon Power Flywheel System 2,42.661700,-71.405000,ISO New England Inc.,,
"Rohr Inc., a Collins Aerospace Company",32.632500,-117.099700,California Independent System Operator,Municipality,Municipality
City of Palo Alto,37.438300,-122.109400,California Independent System Operator,Municipality,Municipality
Watkins Manufacturing Co.,33.143847,-117.236908,California Independent System Operator,,
Hazle Spindle,40.949536,-76.047390,"PJM Interconnection, LLC",,
Berkshire Wind Power Project,42.586667,-73.275000,ISO New England Inc.,,
North Palm Springs 4A,33.909722,-116.562500,California Independent System Operator,,
"Johnson Matthey, Inc. Solar",39.825278,-75.219722,"PJM Interconnection, LLC",,
NJMC Landfill,40.750833,-74.110000,"PJM Interconnection, LLC",,
Shiloh IV Wind Project LLC,38.137488,-121.855342,California Independent System Operator,,
Summit Associates,40.500300,-74.353600,"PJM Interconnection, LLC",,
BlackRock-Matrix,40.362200,-74.479700,"PJM Interconnection, LLC",,
Mill Creek Solar,40.031388,-74.824722,"PJM Interconnection, LLC",,
Lake Hodges Hydroelectric Facility,33.058611,-117.119444,California Independent System Operator,Lake Hodges,Lake Hodges
Lopez Canyon,34.292645,-118.389774,Los Angeles Department of Water and Power,,
UMM Wind Turbine,45.589700,-95.877033,"Midcontinent Independent Transmission System Operator, Inc..",,
Benjamin Moore & Co. Solar,40.825556,-74.714722,"PJM Interconnection, LLC",,
Cherry Hill,39.876111,-75.008611,"PJM Interconnection, LLC",,
UCSD Fuel Cell Plant,32.877222,-117.234722,California Independent System Operator,City of San Diego,City of San Diego
SPS1 Dollarhide,32.127430,-103.137825,Southwest Power Pool,,
SPS2 Jal,32.183611,-103.183056,Southwest Power Pool,,
SPS3 Lea,32.469722,-103.323333,Southwest Power Pool,,
SPS4 Monument,32.681944,-103.303611,Southwest Power Pool,,
SPS5 Hopi,32.345556,-104.234722,Southwest Power Pool,,
Suzlon Project VIII LLC,35.750000,-102.280000,Southwest Power Pool,,
Vineland Headquarters,39.490271,-75.037391,"PJM Interconnection, LLC",,
North Palm Springs 1A,33.924167,-116.593333,California Independent System Operator,,
Laurel Hill Wind,41.532300,-77.029600,"PJM Interconnection, LLC",,
The City of Vineland at West Vineland,39.462376,-75.070039,"PJM Interconnection, LLC",,
The City of Vineland at North Vineland,39.505034,-74.997703,"PJM Interconnection, LLC",,
FedEx Field Solar Facility,38.907778,-76.864444,"PJM Interconnection, LLC",,
Gordon Butte Wind LLC,46.411944,-110.337777,NorthWestern Energy (NWMT),,
Sawtooth Wind Project,42.982222,-115.393333,Idaho Power Company,,
Maple Solar,39.487500,-74.980833,"PJM Interconnection, LLC",,
Los Vientos Wind 1A,26.330720,-97.585700,"Electric Reliability Council of Texas, Inc.",,
