name,latitude,longitude,authority,source,owner
Fairbanks Morse Engine,42.518460,-89.028700,"Midcontinent Independent Transmission System Operator, Inc..",,Wisconsin Power & Light Co
SunEdison LV Sutton Plant Site,34.286700,-77.981400,Duke Energy Progress East,,Duke Energy Progress - (NC)
NRG Solar Blythe LLC,33.591700,-114.744400,California Independent System Operator,,Southern California Edison Co
CPV Valley Energy Center,41.412200,-74.437800,New York Independent System Operator,Municipality,New York Power Authority
Grand Ridge Wind Energy Center,41.226900,-88.683600,"PJM Interconnection, LLC",,Commonwealth Edison Co
Forward Wind Energy Center,43.616100,-88.496900,"Midcontinent Independent Transmission System Operator, Inc..",,Wisconsin Electric Power Co
CM10,35.788100,-114.993300,California Independent System Operator,,San Diego Gas & Electric Co
High Lonesome Mesa LLC,34.466667,-105.962500,Public Service Company of New Mexico,,"Tri-State G & T Assn, Inc"
Buffalo Bear LLC,36.776700,-99.635300,Southwest Power Pool,,"Western Farmers Elec Coop, Inc"
Elkhorn Ridge Wind LLC,42.697800,-97.618900,Southwest Power Pool,,Nebraska Public Power District
Coolidge Generation Station,32.917399,-111.503327,Salt River Project,,Salt River Project
Enoree Phase II Landfill Gas Recovery,34.800800,-82.184700,Duke Energy Carolinas,,"Duke Energy Carolinas, LLC"
Willow Creek Energy Center,45.653300,-119.991400,Bonneville Power Administration,,Bonneville Power Administration
High Sheldon Wind Farm,42.779400,-78.426900,New York Independent System Operator,,New York State Elec & Gas Corp
Gastonia Prime Power Park,35.301700,-81.209200,Duke Energy Carolinas,,City of Gastonia - (NC)
Helms Energy Center,36.549167,-120.111111,California Independent System Operator,,Pacific Gas & Electric Co
Bull Creek Wind,32.929014,-101.578617,"Electric Reliability Council of Texas, Inc.",,Oncor Electric Delivery Company LLC
"Pioneer Crossing Energy, LLC",40.275000,-75.816700,"PJM Interconnection, LLC",,Metropolitan Edison Co
DANC LFGTE Facility,43.820000,-75.917500,New York Independent System Operator,,Niagara Mohawk Power Corp.
Ocotillo Windpower,32.121700,-101.385300,"Electric Reliability Council of Texas, Inc.",,Oncor Electric Delivery Company LLC
Happy Jack Windpower Project,41.139722,-104.997778,Western Area Power Administration UGP West,,WAPA-- Western Area Power Administration
Notrees Windpower,31.995000,-102.828333,"Electric Reliability Council of Texas, Inc.",,Oncor Electric Delivery Company LLC
Iredell County LFG Facility,35.769281,-80.826001,Duke Energy Carolinas,Self contained radiator,EnergyUnited Elec Member Corp
West Deptford Energy Station,39.841400,-75.221400,"PJM Interconnection, LLC",Municipality,Atlantic City Electric Co
Bayonne Energy Center,40.652834,-74.091550,New York Independent System Operator,,Consolidated Edison Co-NY Inc
QVC Inc,35.922200,-77.673100,"PJM Interconnection, LLC",,Edgecombe-Martin County E M C
Butter Creek Power LLC,45.701700,-119.422200,PacifiCorp - West,,Bonneville Power Admin
Big Top LLC,45.655000,-119.464700,PacifiCorp - West,,Bonneville Power Admin
Four Corners Windfarm LLC,45.728600,-119.418100,PacifiCorp - West,,Bonneville Power Admin
Four Mile Canyon Windfarm LLC,45.644700,-119.453300,PacifiCorp - West,,Bonneville Power Admin
Oregon Trail Windfarm LLC,45.712200,-119.404400,PacifiCorp - West,,Bonneville Power Admin
Pacific Canyon Windfarm LLC,45.654200,-119.486900,PacifiCorp - West,,Bonneville Power Admin
Sand Ranch Windfarm LLC,45.644700,-119.476700,PacifiCorp - West,,Bonneville Power Admin
Wagon Trail LLC,45.653100,-119.462500,PacifiCorp - West,,Bonneville Power Admin
Ward Butte Windfarm LLC,45.696700,-119.409700,PacifiCorp - West,,Bonneville Power Admin
Solar Photovoltaic Project #01,34.073206,-117.512842,California Independent System Operator,,Southern California Edison Co
Mason County LFGTE,38.585800,-83.724200,"PJM Interconnection, LLC",,"East Kentucky Power Coop, Inc"
Sears Hydroelectric Plant,41.461400,-90.580300,"Midcontinent Independent Transmission System Operator, Inc..",Rock River,MidAmerican Energy Co
EC&R Panther Creek Wind Farm III,31.992500,-101.116700,"Electric Reliability Council of Texas, Inc.",,Oncor Electric Delivery Company LLC
Stony Creek Wind Farm LLC,40.031100,-78.815300,"PJM Interconnection, LLC",,Pennsylvania Electric Co
Pyron Wind Farm LLC,32.588600,-100.672800,"Electric Reliability Council of Texas, Inc.",,Oncor Electric Delivery Company LLC
NGP Blue Mountain I LLC,40.996100,-118.141400,Nevada Power Company,Wells - Ground Water,Nevada Power Co
EC&R Papalote Creek I LLC,27.938600,-97.458600,"Electric Reliability Council of Texas, Inc.",,Oncor Electric Delivery Company LLC
Inadale Wind Farm LLC,32.496900,-100.579700,"Electric Reliability Council of Texas, Inc.",,Oncor Electric Delivery Company LLC
Smoky Hills Wind Project Phase II,38.892653,-98.168876,Southwest Power Pool,,Midwest Energy Inc
Clinton LFGTE Facility,44.691700,-73.594400,New York Independent System Operator,,New York State Elec & Gas Corp
Hyland LFGTE Facility,42.285300,-78.006100,New York Independent System Operator,,Rochester Gas & Electric Corp
Stetson Wind I,45.482200,-67.994400,ISO New England Inc.,,Emera Maine
Rollins Wind Project,45.345980,-68.380200,ISO New England Inc.,,Emera Maine
Stetson Wind II,45.614980,-67.971000,ISO New England Inc.,,Emera Maine
MF Mesa Lane LLC,40.148300,-74.777200,"PJM Interconnection, LLC",,PECO Energy Co
Grand Meadow,43.718900,-92.705000,"Midcontinent Independent Transmission System Operator, Inc..",,Great River Energy
Georgetown LFGTE,33.453611,-79.316111,South Carolina Public Service Authority,,"Santee Electric Coop, Inc"
Solar Photovoltaic Project #02,33.985244,-117.700826,California Independent System Operator,,Southern California Edison Co
Arrowrock Hydroelectric Project,43.595000,-115.923300,Idaho Power Company,Boise River,Idaho Power Co
Pueblo Airport Generating Station,38.320833,-104.526390,Western Area Power Administration - Rocky Mountain Region,City of Pueblo,Black Hills/Colorado Elec.Util
El Cajon Energy Center,32.796106,-116.972073,California Independent System Operator,City,San Diego Gas & Electric Co
Oakfield Wind Project,46.058056,-68.147222,ISO New England Inc.,,Emera Maine
Fulton LFGTE Facility,43.014200,-74.473900,New York Independent System Operator,,Niagara Mohawk Power Corp.
SunEdison Walgreens Moreno Valley,33.867200,-117.230000,California Independent System Operator,,Southern California Edison Co
Mariani Packing Vacaville Solar,38.400080,-121.963660,California Independent System Operator,,Pacific Gas & Electric Co
Walgreens Woodland Distribution Center,38.674894,-121.713362,California Independent System Operator,,Pacific Gas & Electric Co
SunEdison Ironwood State Prison,33.567268,-114.917979,California Independent System Operator,,Southern California Edison Co
SunEdison Procter & Gamble Oxnard,34.208900,-119.130000,California Independent System Operator,,Southern California Edison Co
Kohls San Bernardino Solar Facility,34.094695,-117.266831,California Independent System Operator,,Southern California Edison Co
SunEdison Anheuser Busch Fairfield,38.232108,-122.092706,California Independent System Operator,,Pacific Gas & Electric Co
Chuckawalla Valley State Prison,33.565329,-114.903629,California Independent System Operator,,Southern California Edison Co
SunEdison Walmart Apple Valley DC,34.597500,-117.200000,California Independent System Operator,,Southern California Edison Co
Waste Management Arden LFGTE,40.205800,-80.261100,"PJM Interconnection, LLC",,West Penn Power Company
Waste Management Columbia Ridge LFGTE,45.573900,-120.296900,Bonneville Power Administration,,"Columbia Basin Elec Cooperative, Inc"
Waste Management Crossroads LFGTE,44.701400,-69.831900,ISO New England Inc.,,Town of Madison - (ME)
Spruce Ridge Gas Recovery,44.815800,-94.248900,"Midcontinent Independent Transmission System Operator, Inc..",,Glencoe Light & Power Comm
Waste Management Middle Peninsula LFGTE,37.519714,-76.624506,"PJM Interconnection, LLC",,Virginia Electric & Power Co
Riverbend Landfill,45.167200,-123.251100,Bonneville Power Administration,,City of McMinnville - (OR)
Westside Landfill Gas Recovery,32.724553,-97.537118,"Electric Reliability Council of Texas, Inc.",,Oncor Electric Delivery Company LLC
Waste Management Madison County LFGTE,43.033600,-75.702800,New York Independent System Operator,,Niagara Mohawk Power Corp.
Waste Management King George LFGTE,38.274700,-77.308100,"PJM Interconnection, LLC",,Virginia Electric & Power Co
Waste Management Rolling Meadows LFGTE,39.174577,-95.731126,Southwest Power Pool,,Westar Energy Inc
Waste Management Northern Oaks LFGTE,43.990600,-84.800300,"Midcontinent Independent Transmission System Operator, Inc..",,Consumers Energy Co
Waste Management Eco Vista LFGTE,36.140849,-94.259713,"Midcontinent Independent Transmission System Operator, Inc..",,Arkansas Electric Coop Corp
Superior Landfill Gas Recovery,32.030300,-81.272200,"Southern Company Services, Inc. - Trans",,Georgia Power Co
Canyon Power Plant,33.858056,-117.861667,California Independent System Operator,"City of Anaheim, OC Water Dist",City of Anaheim - (CA)
Langley Gulch Power Plant,43.904444,-116.819722,Idaho Power Company,Snake River Plain Aquifer Well,Idaho Power Co
Cleveland Cnty Generating Facility,35.170547,-81.416648,Duke Energy Carolinas,City of Kings Mountain,"Duke Energy Carolinas, LLC"
Pacolet Diesel Generation Facility,34.898600,-81.739700,Duke Energy Carolinas,,Lockhart Power Co
Luverne Wind Farm,47.327200,-97.897500,"Midcontinent Independent Transmission System Operator, Inc..",,Otter Tail Power Co
Ashtabula Wind Energy Center,47.124400,-97.896100,"Midcontinent Independent Transmission System Operator, Inc..",,"Minnkota Power Coop, Inc"
Langdon Wind Energy Center,48.630300,-98.316900,"Midcontinent Independent Transmission System Operator, Inc..",,"Minnkota Power Coop, Inc"
Willmar Municipal East Substation,45.127200,-95.025000,"Midcontinent Independent Transmission System Operator, Inc..",,Willmar Municipal Utilities
Willmar Municipal SW Substation,45.105000,-95.084400,"Midcontinent Independent Transmission System Operator, Inc..",,Willmar Municipal Utilities
Southcentral Power Project,61.167417,-149.905304,,AWWU,Chugach Electric Assn Inc
Ratcliffe,32.654722,-88.762222,"Southern Company Services, Inc. - Trans",Municipality,Mississippi Power Co
Bison I Wind Energy Center,46.980000,-101.554722,"Midcontinent Independent Transmission System Operator, Inc..",,"ALLETE, Inc."
McFadden Ridge,41.724400,-105.990600,PacifiCorp - East,,PacifiCorp
High Plains,41.675052,-106.011124,PacifiCorp - East,,PacifiCorp
Vaca Dixon Solar Station,38.410600,-121.926400,California Independent System Operator,,Pacific Gas & Electric Co
CSU East Bay,37.658889,-122.059444,California Independent System Operator,Domestic city water,Pacific Gas & Electric Co
SF State University,37.723889,-122.477500,California Independent System Operator,Domestic city water,Pacific Gas & Electric Co
Armenia Mountain Wind Farm,41.761900,-76.855300,"PJM Interconnection, LLC",,Pennsylvania Electric Co
Rolling Thunder Wind Farm,44.477778,-99.133889,Southwest Power Pool,,NorthWestern Energy - (SD)
Archer Daniels Midland Columbus,41.416442,-97.286328,Southwest Power Pool,Wells,Loup River Public Power Dist
Nobles Wind Project,43.703600,-95.713100,"Midcontinent Independent Transmission System Operator, Inc..",,Northern States Power Co - Minnesota
Merricourt Wind Project,46.099217,-98.586281,"Midcontinent Independent Transmission System Operator, Inc..",,Northern States Power Co
NaturEner Glacier Wind Energy 1,48.510000,-112.109700,"NaturEner Power Watch, LLC (GWA)",,NorthWestern Energy LLC - (MT)
NaturEner Glacier Wind Energy 2,48.533300,-112.184700,"NaturEner Power Watch, LLC (GWA)",,"Glacier Electric Coop, Inc"
Noatak,67.570931,-162.965728,,,"Alaska Village Elec Coop, Inc"
Savoonga,63.695267,-170.475661,,,"Alaska Village Elec Coop, Inc"
Alakanuk,62.683300,-164.654400,,,"Alaska Village Elec Coop, Inc"
Upper Kalskag,61.526858,-160.348128,,,"Alaska Village Elec Coop, Inc"
Stebbins,63.521047,-162.286322,,,"Alaska Village Elec Coop, Inc"
Scammon Bay,61.843036,-165.581497,,,"Alaska Village Elec Coop, Inc"
Quinhagak,59.747436,-161.910647,,,"Alaska Village Elec Coop, Inc"
Pilot Station,61.936456,-162.880706,,,"Alaska Village Elec Coop, Inc"
Koyuk,64.932089,-161.167103,,,"Alaska Village Elec Coop, Inc"
Elim,64.616558,-162.263717,,,"Alaska Village Elec Coop, Inc"
St. Michael,63.477500,-162.038300,,,"Alaska Village Elec Coop, Inc"
Gambell,63.777058,-171.712439,,,"Alaska Village Elec Coop, Inc"
Shungnak,66.888114,-157.140206,,,"Alaska Village Elec Coop, Inc"
Kotlik,63.032150,-163.553106,,,"Alaska Village Elec Coop, Inc"
Kivalina,67.726644,-164.538447,,,"Alaska Village Elec Coop, Inc"
Kasigluk,60.873100,-162.519700,,,"Alaska Village Elec Coop, Inc"
Toksook Bay,60.530142,-165.108575,,,"Alaska Village Elec Coop, Inc"
GenConn Middletown LLC,41.554444,-72.576666,ISO New England Inc.,Connecticut River,Connecticut Light & Power Co
Twin Cities Hydro LLC,44.915600,-93.199400,"Midcontinent Independent Transmission System Operator, Inc..",Mississippi River,Northern States Power Co - Minnesota
GenConn Devon LLC,41.210800,-73.107500,ISO New England Inc.,Housatonic  River,Connecticut Light & Power Co
Denton Power LLC,33.191854,-97.076100,"Electric Reliability Council of Texas, Inc.",n/a,City of Denton - (TX)
Granite City Works,38.697200,-90.128300,"Midcontinent Independent Transmission System Operator, Inc..",Illinois American Water Co,Ameren Illinois Company
Ivanpah 2,35.556111,-115.468611,California Independent System Operator,Wells,Southern California Edison Co
Ivanpah 1,35.533056,-115.452500,California Independent System Operator,Wells,Southern California Edison Co
Ivanpah 3,35.580833,-115.482500,California Independent System Operator,Wells,Southern California Edison Co
South Columbus Water Resource Facility,32.411900,-84.976100,"Southern Company Services, Inc. - Trans",,Georgia Power Co
Steel Winds II,42.807200,-78.861700,New York Independent System Operator,,Niagara Mohawk Power Corp.
Milford Wind Corridor I LLC,38.535690,-112.935000,Los Angeles Department of Water and Power,,Los Angeles Department of Water & Power
Sheffield Wind,44.675980,-72.101300,ISO New England Inc.,,"Vermont Electric Power Co, Inc"
Calpine Vineland Solar LLC,39.463600,-75.066700,"PJM Interconnection, LLC",,City of Vineland - (NJ)
Kaheawa Wind Power II LLC,20.794670,-156.536000,,,Maui Electric Co Ltd
Bull Hill Wind Project,44.723056,-68.242500,ISO New England Inc.,,Emera Maine
Lake Dorothy Hydroelectric Project,58.232500,-134.053300,,Lake Dorothy,Alaska Electric Light&Power Co
Kahuku Wind Power LLC,21.680970,-157.975000,,,Hawaiian Electric Co Inc
Bowers Wind Project,45.414444,-68.038055,ISO New England Inc.,,Emera Maine
Campbell Hill Windpower,43.014550,-105.999000,PacifiCorp - East,,PacifiCorp
Silver Sage Windpower,41.129680,-105.024000,Western Area Power Administration UGP West,,WAPA-- Western Area Power Administration
Casper Wind Farm,42.884703,-106.221442,PacifiCorp - East,,PacifiCorp
Streator Cayuga Ridge South,40.996900,-88.490000,"PJM Interconnection, LLC",,Commonwealth Edison Co
Penascal II Wind Project LLC,27.119700,-97.549900,"Electric Reliability Council of Texas, Inc.",,AEP Texas Central Company
Star Point Wind Project LLC,45.510000,-120.480000,Avangrid Renewables LLC,,Bonneville Power Administration
Rugby Wind Power Project,48.496800,-99.951300,"Midcontinent Independent Transmission System Operator, Inc..",,Otter Tail Power Co
