name,population,latitude,longitude
Flagler Hospital,335,29.86302203,-81.31709583
Florida Hospital New Smyrna,112,29.02029147,-80.92185958
Regional General Hospital Williston,40,29.38403039,-82.45498687
Florida Hospital Zephyrhills,149,28.26150147,-82.18531322
Medical Center Of Trinity,292,28.20393342,-82.66006059
Morton Plant North Bay Hospital Recovery Center,72,28.1871831,-82.45495546
Viera Hospital,84,28.22796788,-80.72933205
Shands Hospital,946,29.63999013,-82.34286482
Shands Rehab Hospital,40,29.69180072,-82.43611695
Kindred Hospital-North Florida,80,29.98784521,-81.68207821
Atlantic Shores Hospital,72,26.18457951,-80.11876304
Memorial Hospital Pembroke,301,26.0297931,-80.24558482
North Shore Medical Center - Fmc Campus,459,26.16336745,-80.2185789
Seven Rivers Regional Medical Center,128,28.95195805,-82.62450274
Baptist Hospital Of Miami,672,25.68443005,-80.33880186
Douglas Gardens Hospital,32,25.82282816,-80.19244652
Healthsouth Rehabilitation Hospital Of Miami,60,25.57484987,-80.34097893
Lima Memorial Health System,329,40.7357456,-84.08595842
Palmetto General Hospital,368,25.88576689,-80.32636097
West Kendall Baptist Hospital,133,25.67816577,-80.45595576
The Centers Inc,15,29.13106583,-82.21902089
Munroe Regional Medical Center,421,29.17490439,-82.13899482
Blake Medical Center,294,27.48220059,-82.62374175
Lakewood Ranch Medical Center,120,27.39059781,-82.43539617
Northeast Alabama Regional Medical Center,323,33.65557526,-85.82324214
Callahan Eye Hospital,106,33.5040061,-86.80289191
Phoenix Children'S Hospital,391,33.47887756,-112.0398074
Marshall Medical Center South,150,34.22146585,-86.16062817
Florence Community Healthcare,-999,33.02686343,-111.3937017
Bibb Medical Center,35,32.95135837,-87.14831123
Yuma Regional Medical Center,369,32.68274709,-114.6353832
Salem Hospital,381,44.93270934,-123.034071
Florala Memorial Hospital,23,31.00048541,-86.31313797
Riverview Regional Medical Center,281,34.00432554,-86.00342706
Lakeland Community Hospital,59,34.24191187,-87.5913658
Doctors Hospital Of Nelsonville,25,39.4632829,-82.24321018
Belmont Community Hospital,99,40.03014036,-80.74097026
University Pointe Surgical Hospital,8,39.36143472,-84.3657349
Southwest Regional Medical Center,921,38.85887882,-83.89681599
Mercy Hospital Fairfield,209,39.31269916,-84.51779574
Crenshaw Community Hospital,65,31.69354407,-86.2650457
Mobile Infirmary Medical Center,677,30.69572496,-88.07977619
University Of South Alabama Medical Center,406,30.70706198,-88.09833486
Clinton Memorial Hospital,165,39.44385132,-83.84002096
Ringgold County Hospital,16,40.71212018,-94.24627267
Baptist Medical Center South,454,32.32815395,-86.27754935
Jack Hughston Memorial Hospital,70,32.50801426,-85.00888474
Memorial Medical Center,25,28.62030294,-96.63235082
Crook County Medical Services District,16,44.40902584,-104.3736919
St John Medical Center,204,41.43564594,-81.94473607
Mercy Hospital Of Defiance,23,41.28330103,-84.34023765
New Jersey State Prison Hospital,-999,40.20797957,-74.75652847
Fairfield Medical Center,245,39.71755125,-82.57745661
Doctors Hospital,251,39.95252518,-83.13786535
Hospital Interamericano De Medicina Avanzada,300,18.21793941,-66.03194587
Fulton County Health Center,117,41.53902085,-84.13294884
South Jersey Health Care Center,-999,39.94197164,-75.11430767
Virtua West Jersey Hospital - Camden,15,39.92864825,-75.10836805
Our Lady Of Lourdes Medical Center,350,39.92773165,-75.09500468
Saint Josephs Hospital And Medical Center,651,40.90283445,-74.16570442
Veterans Affairs New Jersey Health Care System East - Orange Campus,439,40.75253369,-74.23614018
Saint Barnabas Medical Center,603,40.76341581,-74.30486927
Inspira Health Center Bridgeton,-999,39.43618788,-75.21954885
Hunterdon Medical Center,184,40.53141456,-74.860858
Palisades Medical Center,202,40.79399594,-73.99643796
Crawford County Memorial Hospital,25,42.0155322,-95.3423526
Trinitas Regional Medical Center,417,40.65855935,-74.21479366
Saint Peters University Hospital,478,40.50119401,-74.45961024
Chilton Memorial Hospital,260,40.95875163,-74.31022878
Monmouth Medical Center,514,40.29523893,-73.9851186
Community Medical Center,592,39.96400228,-74.21596648
Southern Ocean County Hospital,156,39.7209551,-74.28488318
Robert Wood Johnson University Hospital Somerset,361,40.56829603,-74.59536949
Carepoint Health-Hoboken University Medical Center,333,40.74112933,-74.03403796
St. Mary'S General Hospital,-999,40.85931214,-74.13774777
Hackensack-Umc Mountainside,347,40.81142735,-74.20403874
Christ Hospital,621,39.12093059,-84.51090697
Professional Hospital,-999,18.36243009,-66.09771424
Good Samaritan Hospital,657,39.13993334,-84.5222844
Hosp Episcopal San Lucas 2,-999,18.03120341,-66.59474837
Mercy Health - West Hospital,568,39.18062003,-84.59639942
Trihealth Evendale Medical Center,29,39.25148913,-84.42041236
Highland District Hospital,45,39.22175301,-83.61076523
Mercy Willard Hospital,25,41.04823995,-82.72436452
Trinity Medical Ctr East,244,40.35475553,-80.62549638
Knox Community Hospital,111,40.39971617,-82.44853752
Tripoint Medical Center,135,41.66260964,-81.24708078
Medical Center Of Newark Llc,-999,40.04263075,-82.46507819
Emh Regional Medical Center,387,41.36685559,-82.09729235
Northern Navajo Medical Center,55,36.80525916,-108.6914101
Union County General Hospital,25,36.45422867,-103.1932972
Socorro General Hospital,24,34.03744955,-106.9114732
Western Arizona Regional Medical Center,139,35.11084717,-114.5550477
Lincoln County Medical Center,25,33.32223999,-105.6313003
Nor Lea District Hospital,25,32.96528184,-103.3473744
Mimbres Memorial Hospital,25,32.26033611,-107.7677277
Abrazo Arrowhead Campus,217,33.6550542,-112.2015818
Memorial Medical Center,199,32.29228528,-106.7360476
Mescalero Public Health Services Indian Hospital,13,33.1587894,-105.7724729
Lovelace Westside Hospital,80,35.20745035,-106.6770548
Presbyterian Kaseman Hospital,85,35.09296485,-106.55319
Lovelace Regional Hospital - Roswell,26,33.41710117,-104.5211727
Cibola General Hospital,25,35.16215297,-107.8271194
Unm Sandoval Regional Medical Center,72,35.3087658,-106.6802329
Mckay-Dee Hospital Center,310,41.18265762,-111.9533733
Cache Valley Specialty Hospital,15,41.77556647,-111.8212304
Verde Valley Medical Center,110,34.73535964,-112.0295646
Memorial Hospital,83,40.76347877,-86.36202032
Kentuckiana Medical Center Llc,42,38.33308559,-85.75243382
Porter Regional Hospital,301,41.55327676,-87.04968171
American Fork Hospital,88,40.38029101,-111.7665992
Good Samaritan Hospital,271,39.95503521,-82.01337377
Ohiohealth Mansfield Hospital,358,40.75292435,-82.52947277
North Vista Hospital,198,36.19472841,-115.1225636
Renown South Meadows Medical Center,138,39.4355707,-119.7605902
Campbellton-Graceville Hospital,25,30.96303516,-85.50674455
Bellevue Hospital,59,41.28796205,-82.8816048
Parkview Regional Medical Center,650,41.18845198,-85.10179344
Columbus Regional Hospital,198,39.21695292,-85.89546379
Regions Hospital,454,44.95588753,-93.09495164
Memorial Hospital,100,41.33925863,-83.13544545
Southern Ohio Medical Center,436,38.75331846,-82.97770974
University Medical Center Of Southern Nevada,541,36.15962373,-115.1674567
William Bee Ririe Hospital,12,39.25672704,-114.8586048
Lone Peak Hospital,-999,40.53605987,-111.8891261
Delta Community Medical Center,18,39.35005177,-112.5610958
Heber Valley Medical Center,19,40.49000509,-111.4062011
Franciscan St Francis Health - Mooresville,115,39.60785711,-86.35569253
Dukes Memorial Hospital,25,40.75664628,-86.0824038
Franciscan St Elizabeth Health - Crawfordsville,103,40.06647186,-86.90557191
Indiana University Health Bloomington Hospital,297,39.15989295,-86.5398936
Sanpete Valley Hospital,18,39.53123669,-111.4610951
Bon Secours St Francis Watkins Centre,16,37.51019015,-77.69623495
Bluffton Regional Medical Center,79,40.73735484,-85.17077499
Franciscan St Margaret Health - Hammond,215,41.61511211,-87.5239895
Hind General Hospital Llc,8,41.50893034,-87.26015276
Pinnacle Hospital,18,41.4480817,-87.32856654
Elmendorf Afb Hospital,57,61.23534544,-149.744885
Indiana University Health Paoli Hospital,24,38.56836144,-86.47516372
Yukon - Kuskokwim Delta Regional Hospital,37,60.78834235,-161.7846128
Barrett Hospital & Healthcare,25,45.20688358,-112.6426005
Winston Medical Cetner,41,33.09800509,-89.06011088
Indiana University Health Arnett Hospital,191,40.40053044,-86.80637322
Affinity Medical Center,156,40.80638025,-81.51745136
Franciscan St Anthony Health - Michigan City,150,41.70684113,-86.90046109
Major Hospital,72,39.52527338,-85.78105147
Indiana University Health Starke Hospital,53,41.2875688,-86.62199729
Good Samaritan Hospital,175,38.67331293,-87.53209336
Indiana University Health North Hospital,149,39.95934448,-86.15965567
Summa Health Systems Akron Hospital,657,41.08112619,-81.49981871
Douglas County Memorial Hospital,11,43.32531563,-98.34527862
Parkview Whitley Hospital,30,41.15864637,-85.46490159
Franciscan St Francis Health - Indianapolis,485,39.64871776,-86.07946763
Kindred Hospital Indianapolis,59,39.78150185,-86.19144917
Bowdle Healthcare,12,45.44797849,-99.66162744
Cheyenne River Hospital,11,45.00260934,-101.2338022
Henderson Health Care Services,13,40.78334794,-97.80754526
Sidney Regional Medical Center,88,41.13793725,-102.9726196
Rock County Hospital,24,42.57538377,-99.53709135
St Clair Memorial Hospital,328,40.378095,-80.06663
Sacred Heart Hospital,215,40.6083148,-75.46845986
Wheeling Hospital,247,40.05911861,-80.68500734
Carilion Giles Community Hospital,25,37.33307907,-80.71302141
Thomas B Finan Center,80,39.65587346,-78.73606245
Us Army Hospital-Yuma,-999,32.85994585,-114.4382244
Csf - Utuado,-999,18.2677131,-66.70128518
War Memorial Hospital,41,39.64238269,-78.20037833
Good Hands Medical,-999,39.37272265,-76.80098951
Us Air Force Hospital-Tucson,-999,32.17325552,-110.8597744
Wetzel County Hospital,58,39.68112864,-80.85003262
Springfield Hospital Center,220,39.386186,-76.961136
Broaddus Hospital Association,72,39.143249,-80.061793
Cross Road Medical Center,-999,62.108932,-145.540928
Tri-State Memorial Hospital,25,46.40255369,-117.0547613
Alexander Hospital,25,35.6955342,-81.29115143
Mclaughlin Public Health Service Indian Health Center,12,45.8091804,-100.8084582
Pioneer Community Hospital,25,36.64622956,-80.25489167
Barix Clinics Of Pennsylvania,47,40.18097047,-74.88517846
Surgical Specialty Center At Coordinated Health,22,40.61275429,-75.52923291
Tyrone Hospital,25,40.67466221,-78.25233266
Surgical Institute Of Reading,15,40.35861176,-75.98792698
Heritage Valley Beaver,361,40.71204452,-80.32329844
Presbyterian Rust Medical Center,199,35.21936214,-106.693207
Fulton County Medical Center,21,39.93719024,-78.00687022
Edgewood Surgical Hospital,10,41.330732,-80.418329
Geisinger Jersey Shore Hospital,25,41.201836,-77.267931
New Lifecare Hospital Of Mechanicsburg,68,40.209605,-76.972525
Rothman Specialty Hospital,24,40.11293953,-74.96270675
Goldwater Specialty Hospital,1000,40.75397914,-73.95717415
The Medical Center Of Southeast Texas Victory Campus,17,30.1121411,-94.16975617
Mcdonald Army Community Hospital,30,37.16195431,-76.57322626
Interfaith Medical Center,287,40.67823304,-73.93736834
Advanced Surgical Hospital,14,40.156412,-80.279042
Palmerton Hospital,60,40.802971,-75.615028
Physicians Care Surgical Hospital,12,40.21607,-75.553405
Barnes-Kasson County Hospital,58,41.94655914,-75.5923037
Parkland Health Center-Farmington,130,37.78136592,-90.43824474
Alfred I. Dupont Hospital For Children,200,39.77938092,-75.55532113
Bayhealth Milford Memorial Hospital,127,38.90704797,-75.4329078
Christiana Care-Christiana Hospital,913,39.68748604,-75.66912143
Christiana Care-Wilmington Hospital,241,39.7514639,-75.5496618
Bayhealth Kent General Hospital,236,39.1507908,-75.52369592
Select Specialty Hospital Of Wilmington,35,39.75002974,-75.56674041
Lafayette-Amg Specialty Hospital,-999,30.15040908,-92.03620936
Spooner Hospital System,25,45.8414727,-91.87206809
Thedacare Medical Center Shawano Inc,25,44.760534,-88.606696
Western Wisconsin Health,25,44.941339,-92.378301
Landmark Hospital Of Southwest Florida,50,26.270174,-81.788584
Oviedo Medical Center,64,28.657841,-81.228064
Uf Health North,92,30.483998,-81.633419
Sanford Medical Center Fargo,228,46.8452189,-96.87577895
Sanford Transplant Center,-999,46.884298,-96.788422
Diginity Health-St.Rose Dominican Blue Daimond Campus,-999,36.032117,-115.207116
Henderson Hospital,-999,36.072711,-115.030568
Hospital Perea,-999,18.20073203,-67.14040149
Baltimore Va Medical Center,-999,39.28964959,-76.62455811
Loch Raven Va Medical Center,-999,39.336341,-76.595699
Perry Point Va Medical Center,-999,39.549935,-76.062922
Washington Dc Va Medical Center,-999,38.928923,-77.010732
Olando Va Medical Center,-999,28.36614,-81.275711
Lexington Va Medical Center - Cooper,-999,38.029804,-84.506404
Robley Rex Va Medical Center,-999,38.270259,-85.696895
St Joseph County Va Health Care Center,-999,41.707343,-86.16311
Cincinnati Va Medical Center - Fort Thomas,-999,39.064603,-84.445641
Alexandria Va Health Care System,-999,31.35595,-92.437722
Southeast Louisiana Veterans Health Care System,-999,29.963189,-90.084816
John L Mcclellan Memorial Veterans Hospital,-999,34.746036,-92.320213
Veterans Health Care System Of The Ozarks,-999,36.081419,-94.160127
Va Eastern Colorado Healthcare System,-999,39.732221,-104.93622
Spark M. Matsunaga Va Medical Center,-999,21.361343,-157.889402
Va Nebraska-Western Iowa Health Care System,-999,40.943051,-98.357221
San Jose Behavioral Health,80,37.24902093,-121.7744582
The Hospitals Of Providence Transmountain Campus,106,31.90457448,-106.5649628
Houston Methodist The Woodlands Hospital,139,30.20559469,-95.45380015
Christus Mother Frances Hospital - South Tyler,8,32.25806171,-95.30890277
Dell Seton Medical Center At The University Of Texas,195,30.27638988,-97.73384773
Dignity Health-St. Rose Dominican Sahara Campus,-999,36.145936,-115.209097
Davie Medical Center,50,36.00940389,-80.44758969
Copiah County Medical Center,25,31.8713551,-90.41463576
John C Stennis Memorial Hospital,25,32.77782229,-88.67962197
Cleveland Clinic Avon Hospital,126,41.46890656,-81.98176644
Avita Ontario,-999,40.77148336,-82.59360241
Essentia Health Sandstone,30,46.11903664,-92.88530527
Mercy Hospital – Unity Campus,275,45.10648062,-93.25673044
Memorial Specialty Hospital,228,30.21594424,-93.22791662
Eugene J. Towbin Veteran'S Healthcare Center,-999,34.778158,-92.297424
Children'S National Emergency Department At United Medical Center,234,38.8359557,-76.98498477
North Monroe Medical Center,-999,32.57880929,-92.07036476
Lafayette General - Southwest Campus,142,30.19774782,-92.07712539
Chi St. Vincent Hot Springs Rehabilitation Hospital An Affiliate Of Healthsouth,40,34.46425123,-93.07493223
Calvert Health Medical Center,76,38.55990681,-76.59627256
Hosp General Menonita De Caguas,135,18.22071611,-66.04989021
Charlie Norwood Va Medical Center,-999,33.464616,-82.025447
Memorial Hospital East,94,38.57369002,-89.90542634
Scl Health Community Hospital - Northglenn,8,39.91240745,-104.9840733
Scl Health Community Hospital - Southwest,8,39.59588383,-105.0924864
Uchealth Grandview Hospital,22,38.91086414,-104.8168802
The Miriam Hospital,247,41.85206819,-71.39812349
Newport Hospital,129,41.49713912,-71.30604899
New England Baptist Hospital,118,42.3297,-71.1077
"Va Medical Center - Marion, In",-999,40.5204615,-85.63826841
Scl Health Community Hospital- Westminster,8,39.88763727,-105.068198
San Carlos Apache Healthcare Corporation,-999,33.29575753,-110.4178759
Merrimack Valley Hospital,122,42.7653,-71.0448
Massachusetts General Hospital,1035,42.3626,-71.0693
Baptist Health Medical Center-Conway,11,35.05671664,-92.41957062
Hu-Hu-Kam Memorial Hospital (Sacaton),-999,33.0730133,-111.7591372
St Lukes Hospital Monroe Campus,-999,40.997531,-75.259981
Acoma-Canoncito-Laguna (Acl) Hospital,-999,35.06838636,-107.570924
Community Memorial Hospital,16,43.18209316,-99.29400979
Franklin General Hospital,25,42.74356256,-93.18557958
Banner Baywood Medical Center,340,33.4110054,-111.6879996
Women & Infants Hospital Of Rhode Island,167,41.81087733,-71.41220076
Emma Pendleton Bradley Hospital,70,41.7924481,-71.3672704
Rhode Island Hospital,719,41.81188108,-71.40912926
Butler Hospital,143,41.84264726,-71.3800855
Roger Williams Medical Center,220,41.83483869,-71.43538964
Our Lady Of Fatima Hospital,312,41.85529477,-71.45924048
Eleanor Slater Hospital,495,41.74470516,-71.46322472
Memorial Hospital Of Rhode Island,294,41.869922,-71.37645645
Kent County Memorial Hospital,359,41.70524809,-71.47823584
Rehabilitation Hospital Of Rhode Island,40,41.98157826,-71.51284391
Landmark Medical Center,214,42.0046119,-71.49580333
South County Health,100,41.43107865,-71.4964111
Wilmington Va Medical Center,-999,39.740166,-75.606352
Atlanta Va Health Medical Center,-999,33.801861,-84.311425
Rincon Medical Center,-999,32.25822576,-81.21737345
